,ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
8290,366616834,0,49.0,0,,"$88,712",No,"$239,681",z_No,z_F,Bachelors,Professional,49,Private,"$16,310",13,z_SUV,no,"$1,835",2,No,2,$0,11.0,0
6060,308752476,0,30.0,3,11.0,"$62,615",No,"$184,803",Yes,M,Masters,,18,Commercial,"$24,660",1,Panel Truck,no,"$2,130",2,No,4,"$4,090",15.0,0
7734,382198324,0,51.0,0,13.0,"$43,393",No,,Yes,z_F,z_High School,Clerical,23,Private,"$12,890",1,z_SUV,no,"$10,782",3,No,1,"$5,254",-1.0,0
94,701235200,0,45.0,0,13.0,"$163,296",No,"$447,616",z_No,z_F,PhD,Lawyer,42,Private,"$22,830",1,Minivan,no,$0,0,No,0,$0,14.0,0
3924,993108634,0,45.0,3,0.0,$0,No,$0,Yes,z_F,<High School,Student,34,Private,"$5,600",4,z_SUV,no,"$9,715",1,No,7,$0,1.0,1
1465,664787627,0,46.0,0,13.0,"$77,737",No,"$238,724",Yes,z_F,Bachelors,Manager,27,Private,"$13,470",6,Minivan,no,$0,0,No,0,$0,12.0,0
1704,441848412,0,56.0,0,7.0,"$3,528",No,"$73,903",Yes,z_F,z_High School,Home Maker,54,Private,"$7,150",10,z_SUV,no,$0,0,No,2,$0,5.0,1
4456,542666941,0,43.0,0,10.0,"$84,647",No,"$235,879",Yes,M,PhD,Doctor,21,Private,"$14,760",1,Minivan,yes,"$30,076",1,Yes,0,$0,15.0,0
10248,572931886,0,61.0,0,14.0,"$156,031",No,"$439,165",Yes,z_F,PhD,Doctor,15,Private,"$28,360",6,Sports Car,no,$0,0,No,0,$0,,1
5185,462719627,0,58.0,0,13.0,"$65,234",No,"$280,155",Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$23,170",4,z_SUV,no,$0,0,No,0,"$1,148",-1.0,1
6452,305188907,1,34.0,2,12.0,"$14,320",Yes,"$77,725",z_No,z_F,z_High School,Home Maker,26,Private,"$23,950",1,Minivan,no,"$3,718",1,No,0,"$6,880",4.0,1
10210,798630672,0,35.0,0,0.0,$0,No,"$88,575",z_No,z_F,z_High School,Home Maker,21,Private,"$11,580",9,z_SUV,no,"$21,099",3,Yes,1,$0,10.0,0
10138,790988713,0,50.0,0,0.0,$0,No,$0,Yes,M,<High School,Student,43,Private,"$1,500",9,Minivan,no,$0,0,No,0,$0,1.0,0
8807,669976904,0,40.0,0,12.0,"$33,489",No,"$148,212",Yes,z_F,z_High School,z_Blue Collar,19,Commercial,"$24,910",1,Minivan,no,"$2,461",1,No,0,$0,2.0,0
7685,817057969,0,44.0,0,,"$77,508",No,,z_No,M,Bachelors,Professional,38,Commercial,"$43,290",3,Panel Truck,yes,"$19,942",3,Yes,1,"$1,923",6.0,1
2877,964792515,0,34.0,3,,"$102,480",No,"$277,568",Yes,M,Masters,Professional,30,Private,"$24,360",6,Minivan,no,$0,0,No,1,$0,12.0,0
10153,180401987,0,47.0,0,13.0,"$97,205",No,"$294,982",Yes,M,Bachelors,Manager,5,Private,"$8,220",1,Minivan,yes,$0,0,No,0,$0,10.0,0
4797,370916014,0,31.0,4,9.0,"$66,708",No,"$209,538",Yes,z_F,Bachelors,Clerical,24,Private,"$11,900",1,z_SUV,no,$0,0,No,3,$0,0.0,0
622,470253509,0,54.0,0,14.0,"$37,991",No,,z_No,z_F,z_High School,Manager,23,Private,"$14,000",4,Sports Car,no,$0,0,Yes,2,"$3,998",1.0,1
3388,265513155,0,65.0,0,13.0,"$104,421",No,"$268,256",Yes,M,Masters,Lawyer,38,Private,"$18,640",1,Minivan,yes,$0,0,No,0,$0,12.0,0
4365,968439150,0,,3,12.0,"$16,227",No,,Yes,M,z_High School,Student,39,Private,"$20,770",1,Van,yes,$0,0,No,6,"$5,640",1.0,1
5142,549564175,0,34.0,3,9.0,"$61,790",No,"$185,253",Yes,z_F,Bachelors,Clerical,28,Private,"$10,680",1,z_SUV,no,$0,0,Yes,0,"$6,296",12.0,0
329,710752022,0,44.0,3,17.0,"$71,969",Yes,"$212,081",z_No,z_F,Masters,Lawyer,44,Private,"$13,060",6,z_SUV,no,$0,0,No,0,$0,-1.0,0
515,727384818,0,39.0,1,9.0,"$69,516",No,"$208,435",Yes,z_F,Bachelors,Clerical,37,Private,"$11,470",1,z_SUV,no,"$1,392",2,No,4,$0,14.0,0
5154,250655555,0,37.0,0,14.0,"$44,970",No,"$224,155",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$6,100",1,Pickup,yes,$0,0,No,0,$0,2.0,1
2165,192541686,0,48.0,0,13.0,"$117,609",No,"$362,233",Yes,M,Masters,Lawyer,5,Private,"$17,760",4,Van,yes,$0,0,No,0,$0,21.0,0
6526,419009490,0,38.0,1,9.0,"$90,326",Yes,$0,z_No,M,Bachelors,z_Blue Collar,33,Commercial,"$19,380",3,Van,yes,$0,0,No,0,"$4,392",7.0,1
10044,937686991,0,29.0,1,11.0,"$6,068",No,"$56,199",Yes,z_F,<High School,Home Maker,40,Private,"$10,730",4,z_SUV,no,$0,0,No,0,$0,-1.0,1
9204,515715030,2,59.0,3,16.0,"$55,380",Yes,$0,z_No,M,z_High School,z_Blue Collar,18,Commercial,"$11,100",1,Minivan,no,"$6,164",1,No,7,"$4,530",0.0,0
1412,66782260,0,29.0,2,12.0,"$55,229",No,"$202,455",Yes,z_F,Bachelors,z_Blue Collar,56,Commercial,"$8,390",10,z_SUV,no,$0,0,No,0,$0,5.0,0
1156,362967186,0,42.0,1,11.0,"$32,188",No,"$174,247",Yes,z_F,z_High School,Professional,38,Private,"$8,620",6,z_SUV,no,"$5,399",2,No,4,"$3,349",1.0,1
9712,173124759,0,35.0,0,9.0,"$64,032",No,$0,z_No,M,Masters,Lawyer,43,Private,"$20,360",10,Minivan,yes,$0,0,No,0,$0,,0
2751,434360193,0,35.0,0,7.0,"$36,141",No,$0,z_No,M,z_High School,z_Blue Collar,27,Commercial,"$15,820",1,Minivan,no,$0,0,No,0,"$4,056",1.0,1
5748,163433307,0,42.0,2,12.0,"$67,644",No,"$233,085",Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,"$8,260",6,z_SUV,no,"$6,730",3,No,6,$0,7.0,1
1190,640459101,1,43.0,3,13.0,"$48,738",No,"$214,103",Yes,z_F,Bachelors,Clerical,32,Private,"$23,420",8,Sports Car,no,"$5,115",1,No,0,$0,1.0,0
6891,357602299,0,32.0,0,10.0,"$15,927",No,"$130,924",Yes,M,z_High School,Student,24,Commercial,"$6,900",1,Pickup,yes,$0,0,No,3,"$4,367",-1.0,1
4882,349792595,0,46.0,0,14.0,"$46,209",No,"$191,274",Yes,z_F,z_High School,Manager,7,Private,"$16,970",3,z_SUV,no,$0,0,No,2,$0,-1.0,0
2589,240458002,0,42.0,1,12.0,"$141,776",No,"$352,314",Yes,M,PhD,,62,Commercial,"$22,220",4,Van,no,$0,0,No,0,$0,11.0,0
4617,282342738,1,39.0,3,14.0,"$27,508",Yes,,z_No,z_F,Masters,Home Maker,9,Private,"$4,250",1,z_SUV,no,$0,0,No,1,$0,14.0,0
2571,293776930,0,48.0,1,9.0,"$51,221",No,"$166,715",Yes,M,<High School,Clerical,51,Private,"$16,550",1,Minivan,yes,$0,0,No,1,"$2,610",4.0,1
3188,813480713,0,38.0,0,13.0,"$64,755",No,"$244,414",Yes,M,<High School,z_Blue Collar,57,Commercial,"$23,420",4,Panel Truck,no,"$3,174",2,No,4,"$3,636",2.0,1
7712,25537181,0,38.0,0,12.0,"$70,862",No,"$225,345",Yes,M,Bachelors,z_Blue Collar,48,Private,"$4,740",6,Pickup,yes,$0,0,Yes,0,"$5,005",6.0,1
5817,3136701,0,48.0,0,,"$82,992",No,"$231,457",Yes,z_F,Masters,Manager,47,Private,"$9,800",1,z_SUV,no,"$38,649",3,No,7,"$3,779",2.0,1
1134,914959395,0,62.0,0,17.0,"$86,078",No,"$319,488",Yes,z_F,Bachelors,Professional,13,Private,"$20,960",4,Sports Car,no,$0,0,No,0,$0,-1.0,1
3934,456676042,0,44.0,2,,"$77,203",Yes,$0,z_No,z_F,Bachelors,Professional,30,Private,"$16,540",10,z_SUV,no,"$3,901",2,No,7,$0,6.0,0
6172,922863083,0,57.0,0,7.0,"$72,085",No,"$230,667",Yes,M,Bachelors,Manager,5,Private,"$20,040",6,Van,yes,$0,0,No,0,$0,2.0,0
9704,147215888,0,57.0,0,11.0,"$83,639",No,"$268,714",z_No,z_F,PhD,Lawyer,40,Private,"$35,530",10,Sports Car,no,"$3,868",1,No,3,$0,16.0,0
10053,853266389,1,37.0,2,8.0,"$88,236",Yes,$0,z_No,z_F,Bachelors,Professional,20,Private,"$13,920",1,z_SUV,no,"$4,432",1,No,2,"$2,494",12.0,1
4073,547417844,0,52.0,0,12.0,"$13,023",No,"$154,122",Yes,z_F,<High School,Clerical,37,Private,"$9,550",1,Sports Car,no,"$7,000",1,No,1,"$5,261",8.0,1
41,396972296,0,38.0,0,10.0,"$35,081",No,"$202,839",Yes,M,Bachelors,z_Blue Collar,38,Commercial,"$16,640",4,Van,yes,$0,0,No,0,$0,12.0,0
3783,134224706,0,49.0,0,10.0,"$45,620",No,"$170,796",Yes,z_F,Bachelors,Manager,20,Private,"$15,020",10,Sports Car,no,$0,0,No,3,$0,6.0,0
7684,853397784,0,33.0,2,13.0,"$9,961",No,"$94,727",Yes,z_F,<High School,Home Maker,53,Private,"$5,860",1,z_SUV,no,$0,0,Yes,0,$0,3.0,0
5306,26285160,0,39.0,0,12.0,"$73,232",No,"$242,645",z_No,M,Bachelors,Professional,36,Private,"$12,970",4,Minivan,no,"$44,835",4,Yes,5,$0,8.0,0
8922,478689705,0,35.0,1,13.0,"$114,032",Yes,$0,z_No,z_F,Masters,Manager,65,Private,"$26,780",1,Pickup,no,$0,0,No,3,"$5,438",0.0,0
3832,63207789,0,50.0,0,12.0,"$64,916",No,"$282,967",Yes,M,Bachelors,z_Blue Collar,34,Commercial,"$12,790",10,Minivan,yes,$0,0,No,0,$0,12.0,0
4239,327103894,0,38.0,0,13.0,"$59,555",No,,Yes,z_F,<High School,z_Blue Collar,23,Commercial,"$17,030",1,z_SUV,no,"$13,272",2,No,3,$0,7.0,0
8911,918606594,0,41.0,0,10.0,"$48,344",No,$0,z_No,M,Masters,,59,Private,"$13,020",9,Minivan,no,"$7,102",3,No,4,$0,,0
8225,21582374,0,46.0,0,10.0,"$60,522",No,$0,z_No,z_F,z_High School,Clerical,27,Private,"$19,710",1,Sports Car,no,"$49,380",1,No,0,"$2,012",5.0,1
3739,150961442,1,41.0,2,14.0,"$94,682",No,"$292,145",Yes,M,Bachelors,Manager,15,Private,"$1,500",1,Minivan,yes,$0,0,No,0,$0,11.0,0
779,732351484,1,42.0,3,14.0,"$46,878",No,"$176,582",Yes,z_F,Bachelors,Clerical,27,Private,"$13,740",7,z_SUV,no,$0,0,No,1,$0,10.0,0
3598,705419297,0,42.0,0,11.0,"$71,303",No,,z_No,z_F,Bachelors,z_Blue Collar,31,Commercial,"$30,660",7,Minivan,no,$0,0,No,0,$0,8.0,0
2083,741814356,0,43.0,0,12.0,"$4,215",No,$0,Yes,z_F,<High School,Student,23,Private,"$6,120",12,z_SUV,no,"$4,995",3,No,5,$0,0.0,0
1255,441486228,0,43.0,0,12.0,"$19,393",No,$0,z_No,z_F,Bachelors,z_Blue Collar,39,Private,"$8,240",1,z_SUV,no,$0,0,No,1,$0,7.0,0
8236,184234332,0,36.0,1,13.0,"$22,243",Yes,$0,z_No,z_F,Bachelors,Home Maker,5,Commercial,"$19,470",13,Pickup,no,$0,0,No,0,"$35,577",9.0,1
9597,439469056,0,38.0,0,11.0,"$6,929",No,"$79,415",Yes,z_F,<High School,Student,42,Private,"$6,090",6,z_SUV,no,$0,0,No,0,$0,6.0,0
863,632067262,0,54.0,0,15.0,"$58,231",No,"$176,785",Yes,M,Bachelors,Professional,58,Private,"$1,500",4,Minivan,yes,$0,0,No,0,$0,,0
8578,631221670,0,46.0,1,13.0,"$99,555",No,"$290,524",Yes,z_F,Bachelors,z_Blue Collar,31,Private,"$26,420",3,Sports Car,no,$0,0,Yes,0,$0,4.0,0
2206,69556068,0,43.0,0,13.0,"$23,276",No,"$109,877",Yes,z_F,z_High School,Clerical,18,Commercial,"$16,000",6,Pickup,no,$0,0,No,1,$0,-1.0,0
9702,752309500,0,50.0,0,14.0,"$69,297",No,"$211,553",Yes,M,z_High School,Professional,41,Private,"$10,340",1,Pickup,yes,$0,0,No,0,$0,1.0,1
3594,347709647,0,49.0,0,10.0,"$81,465",No,"$244,977",z_No,z_F,Masters,Manager,21,Private,"$15,050",7,z_SUV,no,$0,0,No,1,$0,13.0,1
3334,725128543,0,52.0,0,13.0,"$15,545",No,"$139,781",Yes,M,PhD,,15,Commercial,"$8,050",6,Pickup,yes,"$6,952",2,No,4,$0,16.0,0
5472,76006645,0,50.0,0,9.0,"$58,081",No,$0,z_No,z_F,Masters,Lawyer,42,Private,"$12,010",1,z_SUV,no,$0,0,No,4,$0,10.0,1
1078,301425743,1,39.0,3,10.0,,No,"$177,004",Yes,M,Bachelors,Professional,26,Private,"$19,750",9,Van,no,$0,0,No,0,$0,5.0,0
9241,400710320,0,44.0,0,7.0,"$76,901",No,"$229,973",z_No,z_F,Masters,Lawyer,34,Private,"$18,680",6,z_SUV,no,$0,0,No,0,"$1,525",16.0,1
4603,102262070,0,47.0,0,11.0,"$146,882",No,$0,z_No,M,PhD,Manager,34,Commercial,"$21,830",3,Van,yes,"$8,170",2,No,3,$0,8.0,0
4144,743964218,0,32.0,1,11.0,"$9,981",No,"$126,082",Yes,z_F,<High School,Clerical,18,Private,"$2,500",17,z_SUV,no,$0,0,No,1,$0,7.0,0
10065,695751615,0,46.0,0,13.0,"$20,887",No,"$159,568",Yes,M,<High School,Clerical,15,Commercial,"$30,380",10,Panel Truck,no,"$18,920",3,No,0,$0,6.0,0
210,159680310,0,60.0,0,10.0,"$58,212",No,"$226,638",Yes,z_F,<High School,z_Blue Collar,37,Private,"$13,420",1,Sports Car,no,"$3,573",3,No,3,$0,0.0,1
2831,73615244,0,50.0,0,13.0,"$76,129",No,$0,z_No,z_F,Masters,Professional,6,Private,"$12,810",7,z_SUV,no,$0,0,No,1,$0,10.0,0
9016,377292402,0,46.0,3,8.0,"$77,760",No,,Yes,M,z_High School,z_Blue Collar,20,Commercial,"$13,680",1,Minivan,no,"$1,416",3,No,3,$0,8.0,0
1238,286174821,0,32.0,1,11.0,"$101,767",No,"$284,160",Yes,z_F,z_High School,z_Blue Collar,48,Commercial,"$14,580",6,z_SUV,no,"$25,433",3,Yes,1,"$6,027",10.0,1
9694,255379444,0,32.0,0,10.0,"$65,149",No,$0,z_No,z_F,z_High School,Professional,44,Private,"$18,500",1,z_SUV,no,$0,0,No,0,$0,8.0,0
5809,274597013,1,37.0,2,14.0,"$8,117",No,"$99,799",Yes,M,<High School,Clerical,22,Private,"$6,110",13,Minivan,yes,$0,0,No,2,$0,6.0,0
90,748139140,0,52.0,0,12.0,"$31,773",No,"$165,090",Yes,M,z_High School,Clerical,14,Commercial,"$9,640",13,Pickup,no,"$1,212",1,No,4,"$1,354",1.0,0
7994,61145891,0,48.0,0,10.0,"$199,653",No,"$491,482",Yes,z_F,Masters,,21,Commercial,"$26,370",15,Pickup,no,$0,0,No,0,$0,17.0,0
2995,80267641,0,52.0,0,9.0,"$13,394",No,$0,z_No,M,<High School,Student,37,Commercial,"$21,190",13,Van,yes,"$3,653",3,No,0,"$3,667",3.0,1
2781,762552558,0,37.0,1,9.0,"$37,364",Yes,"$173,675",z_No,z_F,Masters,Lawyer,49,Private,"$8,640",8,z_SUV,no,"$43,725",3,Yes,1,"$3,066",-1.0,1
6745,576805641,0,36.0,1,0.0,$0,Yes,$0,z_No,z_F,z_High School,Student,34,Commercial,"$16,880",6,z_SUV,no,$0,0,No,0,"$2,437",13.0,1
404,301401225,0,48.0,0,13.0,"$33,322",No,"$154,892",z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,"$21,320",4,z_SUV,no,"$36,556",1,No,4,$0,10.0,0
2151,553729047,0,23.0,1,,"$21,276",No,$0,Yes,z_F,Bachelors,Student,17,Private,"$13,420",1,Minivan,no,$0,0,No,0,$0,3.0,0
135,199037688,1,59.0,2,17.0,"$41,857",No,"$169,015",Yes,z_F,Masters,Manager,35,Private,"$20,870",1,Sports Car,no,$0,0,No,0,$0,19.0,0
2639,297552418,0,52.0,0,12.0,"$41,341",No,$0,z_No,z_F,Masters,Lawyer,24,Private,"$10,690",7,Minivan,no,$0,0,Yes,0,$0,10.0,0
8368,478397979,3,49.0,3,14.0,"$3,532",No,"$71,734",Yes,z_F,z_High School,Home Maker,35,Private,"$6,350",1,z_SUV,no,"$11,564",2,No,2,"$2,517",4.0,1
5067,447132659,0,45.0,0,8.0,"$3,044",No,$0,z_No,z_F,z_High School,Student,65,Private,"$6,700",10,z_SUV,no,$0,0,No,4,"$3,166",,1
2216,332802073,0,51.0,0,7.0,"$87,961",No,"$275,723",Yes,z_F,PhD,Lawyer,30,Private,"$20,150",13,z_SUV,no,$0,0,No,4,$0,10.0,0
6077,163178776,0,29.0,1,7.0,"$110,880",No,"$282,194",Yes,z_F,Masters,Manager,29,Private,"$3,900",18,z_SUV,no,$0,0,No,3,"$8,097",,1
1102,866705472,0,55.0,0,15.0,"$130,241",No,,Yes,z_F,PhD,Doctor,46,Private,"$15,570",19,z_SUV,no,$0,0,No,3,$0,17.0,0
38,294816298,2,35.0,2,12.0,"$130,540",Yes,"$344,195",z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,"$27,200",4,Minivan,no,$0,0,No,0,$0,8.0,0
3025,320090672,0,36.0,0,9.0,"$141,632",No,$0,z_No,M,Masters,Professional,36,Private,"$2,950",6,Minivan,yes,$0,0,Yes,0,$0,17.0,0
4781,505882905,0,27.0,1,9.0,"$54,009",Yes,$0,z_No,z_F,<High School,z_Blue Collar,27,Commercial,"$12,780",9,Pickup,no,$0,0,No,3,"$1,288",,1
4750,253645907,0,36.0,0,10.0,"$93,898",No,$0,z_No,z_F,Bachelors,Professional,53,Private,"$17,350",3,z_SUV,no,$0,0,No,0,$0,0.0,0
163,680425927,0,52.0,0,9.0,"$50,166",No,"$187,297",z_No,M,z_High School,z_Blue Collar,32,Commercial,"$11,620",1,Pickup,no,"$50,701",3,Yes,0,$0,1.0,0
3380,135363189,0,29.0,1,10.0,"$83,792",No,"$261,803",Yes,z_F,PhD,Doctor,21,Private,"$13,280",10,z_SUV,no,$0,0,No,2,$0,12.0,0
1140,418418632,0,31.0,3,0.0,$0,Yes,$0,z_No,z_F,z_High School,Student,12,Commercial,"$6,720",1,Sports Car,no,"$52,445",3,Yes,5,"$4,699",6.0,0
6515,873552637,0,59.0,0,4.0,"$42,235",No,"$145,837",Yes,z_F,z_High School,Clerical,40,Private,"$5,720",13,Sports Car,no,"$8,901",2,No,0,$0,5.0,0
3962,159707233,0,49.0,0,,"$133,675",No,$0,z_No,z_F,Masters,Lawyer,32,Private,"$2,840",4,Sports Car,no,$0,0,No,0,$0,6.0,0
3679,603593796,0,36.0,0,13.0,"$24,696",No,$0,Yes,z_F,Bachelors,Student,31,Commercial,"$7,470",6,z_SUV,no,"$4,350",1,No,2,$0,9.0,0
9761,99001090,0,45.0,0,13.0,"$47,763",No,"$157,820",z_No,z_F,Masters,Lawyer,24,Private,"$10,780",1,z_SUV,no,"$7,176",4,No,0,$0,14.0,0
5819,596752979,0,46.0,0,,"$157,531",No,$0,z_No,z_F,Masters,Lawyer,56,Private,"$35,550",7,Minivan,no,"$4,156",4,No,6,$0,17.0,0
5150,767643193,0,47.0,0,10.0,"$73,241",No,$0,z_No,M,Masters,Lawyer,36,Private,"$6,400",1,Pickup,yes,"$3,863",2,No,0,"$5,454",15.0,1
1169,888163837,0,44.0,0,7.0,"$35,398",No,$0,z_No,M,z_High School,Clerical,13,Commercial,"$6,200",10,Pickup,no,$0,0,No,2,$0,7.0,0
7824,153196865,0,49.0,0,,"$160,103",No,"$376,152",Yes,z_F,Masters,Lawyer,29,Private,"$22,460",13,Pickup,no,$0,0,No,0,"$3,801",15.0,0
9590,993778721,0,55.0,0,14.0,"$151,637",No,$0,z_No,M,Masters,,21,Commercial,"$23,690",4,Panel Truck,yes,"$1,839",2,No,3,$0,18.0,0
8308,823290786,0,40.0,0,12.0,"$36,544",No,"$123,639",Yes,z_F,z_High School,Professional,57,Private,"$15,670",6,z_SUV,no,$0,0,No,0,$0,2.0,0
6455,837122700,0,43.0,0,10.0,"$70,840",No,$0,z_No,M,Bachelors,Professional,32,Private,"$13,180",3,Minivan,no,$0,0,Yes,0,$0,1.0,0
602,983129972,0,45.0,0,12.0,"$3,929",No,"$69,208",Yes,z_F,PhD,Home Maker,56,Private,"$1,500",6,z_SUV,no,$0,0,No,2,$0,16.0,0
5184,374904331,0,45.0,0,14.0,"$50,206",No,"$176,373",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$25,400",6,Minivan,no,$0,0,No,0,$0,1.0,1
1689,70771420,0,25.0,1,13.0,"$43,083",No,"$138,247",Yes,z_F,<High School,Clerical,29,Commercial,"$20,950",6,Pickup,no,"$5,737",3,No,9,"$9,824",2.0,1
7789,219393180,0,42.0,0,13.0,"$126,747",No,"$311,195",Yes,z_F,PhD,Professional,9,Private,"$17,970",11,Minivan,no,"$3,381",1,No,7,$0,23.0,0
3523,175790019,0,59.0,0,11.0,"$21,637",No,$0,z_No,z_F,<High School,Student,29,Private,"$31,530",5,Sports Car,no,$0,0,No,0,$0,0.0,0
5489,477614477,0,31.0,3,0.0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,23,Private,"$14,140",3,z_SUV,no,$0,0,No,0,$0,1.0,0
673,363479465,0,47.0,0,13.0,"$152,004",No,"$406,183",Yes,z_F,Masters,Lawyer,29,Private,"$6,700",11,z_SUV,no,$0,0,No,0,$0,2.0,0
4677,68636893,1,46.0,2,10.0,"$38,519",No,"$194,372",Yes,M,z_High School,z_Blue Collar,32,Commercial,"$9,650",4,Minivan,yes,$0,0,No,3,$0,,0
2143,447671839,0,50.0,0,10.0,"$114,135",No,"$301,977",Yes,z_F,Masters,Lawyer,56,Private,"$25,790",1,Pickup,no,"$4,733",3,No,2,$0,12.0,0
4437,906017228,0,30.0,2,12.0,"$21,075",Yes,$0,z_No,z_F,<High School,z_Blue Collar,38,Private,"$22,730",6,z_SUV,no,$778,2,No,4,$0,4.0,0
4148,695212192,0,56.0,0,12.0,"$55,119",No,"$232,678",Yes,M,Masters,Lawyer,29,Private,"$17,950",1,Van,yes,$0,0,No,0,$0,,0
7683,615089925,0,53.0,0,10.0,"$18,237",No,"$128,367",Yes,z_F,Masters,Lawyer,12,Private,"$8,920",1,z_SUV,no,$0,0,Yes,0,"$2,939",17.0,1
7764,737945954,0,48.0,0,,"$23,290",No,,Yes,z_F,z_High School,z_Blue Collar,46,Commercial,"$8,530",6,z_SUV,no,"$17,597",2,No,0,$0,5.0,1
5966,516129796,1,35.0,1,12.0,"$39,643",No,"$218,195",Yes,M,Bachelors,Clerical,38,Private,"$22,810",6,Minivan,no,"$6,656",2,No,0,"$4,348",12.0,1
5991,112627910,0,40.0,0,12.0,"$85,292",No,"$227,344",Yes,M,Bachelors,Manager,32,Private,"$13,730",1,Minivan,yes,$0,0,No,0,$0,10.0,0
4611,522748102,0,35.0,0,12.0,"$75,121",No,"$217,852",Yes,z_F,Bachelors,z_Blue Collar,11,Commercial,"$31,540",4,Pickup,no,$0,0,No,2,$0,,0
1795,892883588,0,37.0,1,9.0,"$20,915",No,"$87,526",Yes,z_F,<High School,Clerical,65,Private,"$12,940",6,Sports Car,no,$0,0,No,2,$0,1.0,0
3657,802211687,0,44.0,0,10.0,"$49,693",No,$0,z_No,M,z_High School,z_Blue Collar,48,Commercial,"$16,280",10,Minivan,yes,$0,0,No,0,$0,2.0,0
10160,620024930,0,48.0,0,6.0,"$159,399",No,$0,z_No,z_F,PhD,Doctor,32,Private,"$16,810",1,Sports Car,no,$0,0,No,0,"$4,738",9.0,1
29,69165559,0,45.0,0,14.0,,No,"$207,519",Yes,M,Bachelors,Professional,7,Commercial,"$25,660",1,Panel Truck,no,"$2,119",1,No,2,$0,11.0,0
731,73630929,0,57.0,0,9.0,"$29,401",No,"$195,993",Yes,z_F,z_High School,Clerical,43,Private,"$18,350",14,z_SUV,no,$0,0,No,0,$0,7.0,0
9412,109585337,0,32.0,0,9.0,"$34,581",No,$0,z_No,z_F,<High School,z_Blue Collar,51,Private,"$16,110",1,Minivan,no,"$3,062",1,No,1,"$3,621",2.0,1
357,159318106,0,42.0,1,12.0,"$117,978",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,17,Commercial,"$28,700",1,z_SUV,no,$0,0,No,0,$0,8.0,0
2549,877277908,0,48.0,0,13.0,"$34,455",No,$0,z_No,M,PhD,Manager,62,Commercial,"$28,170",11,Panel Truck,no,$0,0,No,1,$0,15.0,0
4483,159757744,0,35.0,1,0.0,$0,No,"$120,175",Yes,z_F,z_High School,Home Maker,40,Private,"$9,030",1,z_SUV,no,$0,0,No,0,$0,2.0,0
3876,733744023,0,49.0,1,11.0,"$66,501",No,"$197,809",Yes,z_F,Bachelors,Professional,42,Commercial,"$13,250",1,Pickup,no,"$7,049",2,No,7,$0,12.0,1
9784,694317803,1,46.0,1,12.0,"$41,720",No,"$170,273",Yes,z_F,z_High School,Clerical,37,Private,"$12,190",6,Minivan,no,$0,0,No,0,$0,2.0,0
9530,450197593,0,21.0,0,8.0,"$118,074",No,"$353,178",Yes,M,Bachelors,Professional,26,Private,"$15,810",6,Minivan,yes,$0,0,Yes,2,$0,8.0,0
9268,403450018,0,56.0,0,12.0,"$91,516",No,"$276,176",Yes,z_F,Masters,Professional,17,Private,"$17,830",1,z_SUV,no,"$6,700",3,No,3,$0,10.0,0
3850,157165466,0,48.0,3,11.0,"$70,452",Yes,$0,z_No,z_F,z_High School,Clerical,33,Private,"$12,950",1,z_SUV,no,$0,0,Yes,3,"$2,240",2.0,1
7515,385007994,0,50.0,0,12.0,"$67,399",No,"$266,563",z_No,M,z_High School,z_Blue Collar,49,Commercial,"$19,240",3,Van,yes,"$44,641",2,Yes,4,"$19,807",1.0,1
3222,681443164,0,46.0,0,4.0,"$83,111",No,"$237,263",z_No,M,Bachelors,Manager,31,Private,"$23,790",1,Minivan,no,"$7,017",1,No,5,$0,5.0,1
7853,856798476,0,35.0,0,13.0,"$16,862",No,"$148,063",Yes,M,Bachelors,Student,47,Private,"$20,670",1,Van,yes,"$6,387",4,No,4,$0,11.0,0
7001,602318059,0,42.0,0,11.0,"$111,407",No,"$320,420",Yes,M,Masters,Professional,33,Commercial,"$24,130",6,Panel Truck,yes,$0,0,No,0,$0,9.0,0
3005,233495103,0,39.0,0,12.0,"$225,311",No,"$509,647",Yes,z_F,PhD,,33,Commercial,"$16,990",1,Pickup,no,"$4,811",2,No,3,$0,7.0,0
818,493410573,0,33.0,4,11.0,"$34,622",No,"$188,514",Yes,M,Masters,Professional,30,Private,"$20,170",6,Van,no,"$7,875",1,No,0,$0,,0
5460,896533861,1,41.0,2,0.0,$0,No,$0,Yes,M,<High School,Student,18,Private,"$1,500",11,Minivan,yes,$0,0,No,1,$0,7.0,1
